,mu1max,alpha1,mp,mz,F,w1,tau1,w2,Sin,temp,Tdyn,mu2max,alpha2,rho
0,2,1.00E-04,0.1,0.1,0.001,1.2,10,1,20,1,0,1,1.00E-04,0.01
