,mu1max,alpha1,mp,mz,F,w1,tau1,w2,Sin,temp,Tdyn,mu2max,alpha2,rho
0,0.183387338,1.03E-05,0.009953662,0.04020103,0.011076812,0.060658797,0.238820801,8.439802407,25.69691201,1,1,1.283735896,5.14E-05,0.053662822
