,mu1max,alpha1,mp,mz,F,w1,tau1,w2,Sin,temp,Tdyn,mu2max,alpha2,rho
0,1.909205263191575,2.6649205442099295e-05,0.016706996385370786,0.11557136421286215,0.007499668024379047,5.3929108647284805,0.23368565598870317,31.400992337896852,6.350010975845627,1.0,1.0,0.6480352814309778,5.684082334321784e-05,0.013658644729800065
