,mu1max,alpha1,mp,mz,F,w1,tau1,eps,Sin,temp,Tdyn,cor,bor,rho
0,2.4690999086460534,0.005885544824168925,1.5886910756433175,0.49441234839050724,0.1171204234090928,1.8990077056720638,10.56112641114861,0.1,36.23766174864317,1.0,1.0,0.9653016669239386,1.083332948063886,0.053103994784263475
