,mu1max,alpha1,mp,mz,F,w1,tau1,eps,Sin,NtoPinorg,tauN,tauP,Qmin,Qmax,temp,Tdyn,cor,bor,rho
0,2.582248505,1.20E-16,0.131966755,0.121736135,1,0.950617627,10,0.1,253.0673905,40,180,5,5,80,1,1,1,1,0.034571313
