,mu1max,alpha1,mp,mz,F,w1,tau1,eps,Sin,NtoPinorg,tauN,tauP,Qmin,Qmax,temp,Tdyn,cor,bor,rho
0,2.60E+00,5.00E-05,0.1,0.01,5,1,10,0.1,600,40,180,5,5,80,1,1,1,1,0.1
